ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000977.SZ,20251028,68.25,69.97,67.9,68.17,68.41,-0.24,-0.3508,649477.03,4465028.35
000977.SZ,20251029,68.98,70.88,68.46,70.75,68.17,2.58,3.7847,853610.47,5967591.317
000977.SZ,20251030,70.75,71.0,68.43,69.37,70.75,-1.38,-1.9505,736424.47,5120767.477
000977.SZ,20251031,67.0,67.42,65.15,65.23,69.37,-4.14,-5.968,943564.95,6208286.331
000977.SZ,20251103,64.95,64.95,62.53,63.78,65.23,-1.45,-2.2229,602202.4,3815176.609
000977.SZ,20251104,63.7,64.0,61.85,62.3,63.78,-1.48,-2.3205,433385.93,2721491.077
000977.SZ,20251105,61.32,63.02,60.85,62.51,62.3,0.21,0.3371,404976.05,2508103.34
000977.SZ,20251106,62.45,64.27,62.32,63.78,62.51,1.27,2.0317,434699.0,2760364.265
000977.SZ,20251107,63.0,63.18,62.23,62.4,63.78,-1.38,-2.1637,314391.44,1969309.005
000977.SZ,20251110,62.5,62.75,61.07,61.88,62.4,-0.52,-0.8333,357105.13,2199000.295
000977.SZ,20251111,62.23,62.49,60.06,60.15,61.88,-1.73,-2.7957,384136.53,2342323.42
000977.SZ,20251112,60.05,60.8,59.24,60.13,60.15,-0.02,-0.0333,328539.84,1972120.871
000977.SZ,20251113,60.12,60.99,59.7,60.85,60.13,0.72,1.1974,320993.39,1940779.403
000977.SZ,20251114,60.01,60.21,59.25,59.25,60.85,-1.6,-2.6294,289428.96,1730043.546
000977.SZ,20251117,59.09,60.08,59.0,59.68,59.25,0.43,0.7257,231543.03,1379076.837
000977.SZ,20251118,59.71,60.99,59.21,60.7,59.68,1.02,1.7091,394312.69,2386968.329
000977.SZ,20251119,61.14,61.31,60.21,60.69,60.7,-0.01,-0.0165,269628.62,1635355.968
000977.SZ,20251120,61.55,61.9,60.4,60.79,60.69,0.1,0.1648,261350.0,1595533.191
000977.SZ,20251121,59.39,59.98,57.63,57.63,60.79,-3.16,-5.1982,404425.8,2366816.149
000977.SZ,20251124,58.11,59.87,56.93,59.1,57.63,1.47,2.5508,371748.47,2167918.182
000977.SZ,20251125,60.0,61.13,60.0,60.11,59.1,1.01,1.709,409759.02,2478966.358
000977.SZ,20251126,60.3,64.33,60.01,63.56,60.11,3.45,5.7395,995398.62,6266293.498
000977.SZ,20251127,63.0,63.58,61.95,62.05,63.56,-1.51,-2.3757,636623.68,3996779.447
000977.SZ,20251128,61.85,62.01,60.8,61.59,62.05,-0.46,-0.7413,356618.9,2187699.367
000977.SZ,20251201,61.59,62.6,61.0,62.46,61.59,0.87,1.4126,396305.62,2460501.845
000977.SZ,20251202,62.2,62.3,60.9,61.16,62.46,-1.3,-2.0813,311417.59,1912531.205
000977.SZ,20251203,61.0,61.47,60.17,60.36,61.16,-0.8,-1.308,217541.54,1319350.235
000977.SZ,20251204,60.58,61.86,60.01,61.34,60.36,0.98,1.6236,267974.19,1635195.116
000977.SZ,20251205,61.55,61.62,60.3,61.32,61.34,-0.02,-0.0326,238502.48,1456953.53
000977.SZ,20251208,61.48,64.3,61.38,62.69,61.32,1.37,2.2342,542645.58,3398536.843
000977.SZ,20251209,66.0,67.0,64.18,64.38,62.69,1.69,2.6958,1028460.21,6717068.714
000977.SZ,20251210,63.02,63.35,61.71,63.0,64.38,-1.38,-2.1435,573525.67,3581232.615
000977.SZ,20251211,62.86,62.86,61.15,61.15,63.0,-1.85,-2.9365,392211.95,2426190.034
000977.SZ,20251212,60.95,63.43,60.95,62.55,61.15,1.4,2.2895,513077.15,3199889.947
000977.SZ,20251215,61.8,63.62,61.65,62.42,62.55,-0.13,-0.2078,479867.1,3022049.875
000977.SZ,20251216,62.11,62.75,60.06,60.55,62.42,-1.87,-2.9958,369107.1,2251325.114
000977.SZ,20251217,60.56,63.12,60.4,62.85,60.55,2.3,3.7985,444290.25,2746523.465
000977.SZ,20251218,62.03,62.66,61.24,61.26,62.85,-1.59,-2.5298,300574.03,1861220.745
000977.SZ,20251219,61.67,62.95,61.5,61.62,61.26,0.36,0.5877,311744.45,1939309.805
000977.SZ,20251222,62.19,65.22,62.19,64.39,61.62,2.77,4.4953,841258.07,5422223.148
000977.SZ,20251223,64.4,65.7,64.3,65.0,64.39,0.61,0.9474,483540.42,3146458.766
000977.SZ,20251224,65.13,67.05,64.61,66.5,65.0,1.5,2.3077,590888.88,3911155.445
000977.SZ,20251225,66.48,67.35,65.78,66.33,66.5,-0.17,-0.2556,445665.71,2953797.143
000977.SZ,20251226,66.36,68.39,66.33,67.0,66.33,0.67,1.0101,567672.17,3821477.875
000977.SZ,20251229,66.83,68.78,66.6,67.62,67.0,0.62,0.9254,523291.58,3566374.164
000977.SZ,20251230,67.0,68.15,66.34,67.56,67.62,-0.06,-0.0887,334389.04,2256158.282
000977.SZ,20251231,67.8,67.89,66.49,66.6,67.56,-0.96,-1.421,306765.72,2056595.684
000977.SZ,20260105,67.09,68.18,66.9,67.88,66.6,1.28,1.9219,418571.89,2832650.852
000977.SZ,20260106,67.98,69.19,67.3,68.09,67.88,0.21,0.3094,596764.04,4067541.079
000977.SZ,20260107,68.15,68.48,66.75,67.42,68.09,-0.67,-0.984,469708.12,3171682.525
000977.SZ,20260108,67.45,69.3,66.79,67.12,67.42,-0.3,-0.445,657628.45,4475936.453
000977.SZ,20260109,66.63,69.43,66.2,68.9,67.12,1.78,2.652,719679.49,4922133.411
000977.SZ,20260112,69.36,71.38,69.2,70.77,68.9,1.87,2.7141,829484.73,5843510.239
000977.SZ,20260113,71.12,71.4,67.1,67.66,70.77,-3.11,-4.3945,763134.03,5269579.474
000977.SZ,20260114,68.23,71.6,68.15,69.55,67.66,1.89,2.7934,934890.11,6513654.947
000977.SZ,20260115,69.81,69.82,67.55,68.13,69.55,-1.42,-2.0417,536172.03,3659600.233
000977.SZ,20260116,68.7,69.45,67.03,68.09,68.13,-0.04,-0.0587,502620.29,3413999.097
000977.SZ,20260119,67.49,67.53,65.36,65.8,68.09,-2.29,-3.3632,680290.27,4489284.627
000977.SZ,20260120,65.77,65.98,64.06,64.52,65.8,-1.28,-1.9453,427832.28,2769993.799
000977.SZ,20260121,64.06,66.84,64.0,65.82,64.52,1.3,2.0149,495010.94,3258261.05
000977.SZ,20260122,66.75,67.46,64.71,65.09,65.82,-0.73,-1.1091,466343.5,3062674.262
000977.SZ,20260123,65.2,65.43,64.36,64.88,65.09,-0.21,-0.3226,400047.45,2588749.713
000977.SZ,20260126,65.09,68.06,65.09,65.84,64.88,0.96,1.4797,719710.12,4778658.977
000977.SZ,20260127,65.01,65.02,62.01,63.85,65.84,-1.99,-3.0225,655271.39,4147395.42
000977.SZ,20260128,64.27,65.5,63.36,64.87,63.85,1.02,1.5975,534799.93,3457636.971
000977.SZ,20260129,64.2,64.44,62.7,63.0,64.87,-1.87,-2.8827,412958.96,2621159.988
000977.SZ,20260130,62.7,63.85,61.62,62.9,63.0,-0.1,-0.1587,330753.55,2075464.852
000977.SZ,20260202,62.95,63.64,60.82,60.89,62.9,-2.01,-3.1955,391636.02,2419354.27
000977.SZ,20260203,61.5,61.62,60.1,61.12,60.89,0.23,0.3777,355833.88,2163041.709
000977.SZ,20260204,60.5,60.5,59.1,59.9,61.12,-1.22,-1.9961,379327.76,2262736.257
000977.SZ,20260205,59.2,60.17,59.15,59.67,59.9,-0.23,-0.384,248523.88,1480480.127
000977.SZ,20260206,59.06,60.23,58.5,59.39,59.67,-0.28,-0.4692,310713.49,1842741.97
000977.SZ,20260209,60.77,60.97,60.05,60.49,59.39,1.1,1.8522,359794.2,2175777.101
000977.SZ,20260210,60.9,62.49,60.65,62.0,60.49,1.51,2.4963,498821.11,3089473.413
000977.SZ,20260211,62.2,63.0,61.71,62.08,62.0,0.08,0.129,365622.56,2278916.077
000977.SZ,20260212,62.9,65.48,62.5,64.77,62.08,2.69,4.3331,737689.37,4724351.805
000977.SZ,20260213,63.51,65.99,63.51,65.33,64.77,0.56,0.8646,594952.39,3883368.238
000977.SZ,20260224,65.9,66.36,63.27,63.39,65.33,-1.94,-2.9695,586886.75,3750850.085
000977.SZ,20260225,63.22,63.26,62.0,62.57,63.39,-0.82,-1.2936,410635.61,2565144.786
000977.SZ,20260226,62.61,63.77,62.0,63.07,62.57,0.5,0.7991,420778.63,2647112.21
000977.SZ,20260227,62.15,65.03,61.63,63.88,63.07,0.81,1.2843,544252.13,3457704.732
000977.SZ,20260302,62.62,63.16,61.16,61.26,63.88,-2.62,-4.1014,556955.77,3440833.542
000977.SZ,20260303,61.6,62.13,58.7,58.73,61.26,-2.53,-4.1299,509151.94,3052768.029
000977.SZ,20260304,57.9,59.53,57.77,58.33,58.73,-0.4,-0.6811,302246.49,1772833.995
000977.SZ,20260305,59.37,60.0,58.5,59.33,58.33,1.0,1.7144,344430.51,2042442.892
000977.SZ,20260306,59.0,59.5,58.58,59.43,59.33,0.1,0.1685,248806.51,1468905.783
000977.SZ,20260309,59.79,61.8,58.36,61.77,59.43,2.34,3.9374,580590.28,3501729.97
000977.SZ,20260310,62.65,63.26,61.34,61.99,61.77,0.22,0.3562,563403.24,3503532.997
000977.SZ,20260311,62.0,63.0,61.81,62.35,61.99,0.36,0.5807,425142.35,2654932.509
000977.SZ,20260312,61.77,64.84,61.6,63.3,62.35,0.95,1.5237,667470.97,4242026.383
000977.SZ,20260313,62.05,63.51,60.79,61.79,63.3,-1.51,-2.3855,526600.42,3254889.551
000977.SZ,20260316,60.7,60.86,59.9,60.6,61.79,-1.19,-1.9259,295240.86,1782944.245
000977.SZ,20260317,60.88,61.19,59.0,59.04,60.6,-1.56,-2.5743,317914.25,1906559.253
000977.SZ,20260318,59.21,62.58,59.0,62.36,59.04,3.32,5.6233,508981.26,3099531.302
000977.SZ,20260319,61.0,62.46,60.69,61.4,62.36,-0.96,-1.5394,387304.6,2381260.626
000977.SZ,20260320,61.61,61.71,59.5,59.5,61.4,-1.9,-3.0945,402117.46,2426157.378
000977.SZ,20260323,58.26,58.44,55.66,55.73,59.5,-3.77,-6.3361,456959.8,2608760.061
000977.SZ,20260324,56.78,58.49,55.66,58.06,55.73,2.33,4.1809,358761.15,2046067.188
000977.SZ,20260325,58.06,60.22,58.0,59.54,58.06,1.48,2.5491,404547.0,2406515.507
000977.SZ,20260326,59.45,60.09,57.6,57.96,59.54,-1.58,-2.6537,294753.49,1730919.185
000977.SZ,20260327,57.01,58.04,56.33,57.39,57.96,-0.57,-0.9834,258950.55,1481774.339
000977.SZ,20260330,56.05,57.24,55.36,56.7,57.39,-0.69,-1.2023,292590.27,1642579.233
000977.SZ,20260331,56.5,57.75,56.01,56.08,56.7,-0.62,-1.0935,234628.35,1329768.309
000977.SZ,20260401,57.43,58.86,57.12,58.48,56.08,2.4,4.2796,464095.94,2695862.175
000977.SZ,20260402,58.01,58.37,56.26,56.65,58.48,-1.83,-3.1293,301004.97,1721460.183
000977.SZ,20260403,57.12,58.0,56.73,56.94,56.65,0.29,0.5119,248780.64,1422448.994
000977.SZ,20260407,57.37,59.99,57.33,59.47,56.94,2.53,4.4433,595865.25,3542782.53
000977.SZ,20260408,60.66,63.1,59.86,62.68,59.47,3.21,5.3977,707900.5,4353634.68
000977.SZ,20260409,61.5,65.66,61.3,65.07,62.68,2.39,3.813,1062559.49,6839691.219
000977.SZ,20260410,65.77,69.2,65.28,67.5,65.07,2.43,3.7344,1172892.53,7921246.119
000977.SZ,20260413,66.0,70.19,65.81,68.34,67.5,0.84,1.2444,1055603.11,7227721.97
000977.SZ,20260414,69.0,69.31,66.85,67.99,68.34,-0.35,-0.5121,798824.64,5435427.79
000977.SZ,20260415,67.97,70.16,66.95,68.88,67.99,0.89,1.309,886583.27,6089515.982
000977.SZ,20260416,68.42,69.19,67.22,68.28,68.88,-0.6,-0.8711,608577.16,4151053.963
000977.SZ,20260417,68.98,69.68,67.85,68.23,68.28,-0.05,-0.0732,617971.75,4252957.946
000977.SZ,20260420,69.45,75.05,69.45,73.12,68.23,4.89,7.1669,1486776.09,10962102.359
000977.SZ,20260421,71.01,72.23,68.3,71.37,73.12,-1.75,-2.3933,1070853.11,7490863.843
000977.SZ,20260422,71.65,75.44,70.98,74.2,71.37,2.83,3.9653,1016494.17,7525440.994
000977.SZ,20260423,74.32,75.15,72.48,73.83,74.2,-0.37,-0.4987,694047.9,5126295.851
000977.SZ,20260424,73.78,75.62,72.0,74.85,73.83,1.02,1.3816,933621.0,6932168.579
000977.SZ,20260427,75.0,75.99,72.95,73.16,74.85,-1.69,-2.2578,671543.61,4946254.371
000977.SZ,20260428,73.0,73.06,70.37,70.83,73.16,-2.33,-3.1848,599677.31,4283745.269
000977.SZ,20260429,70.48,73.0,69.69,72.28,70.83,1.45,2.0472,509648.77,3666763.891
000977.SZ,20260430,69.5,70.5,66.15,69.75,72.28,-2.53,-3.5003,1199910.57,8195854.087
000977.SZ,20260506,71.0,74.78,71.0,73.22,69.75,3.47,4.9749,1007765.59,7379135.088
000977.SZ,20260507,73.22,73.45,71.78,73.24,73.22,0.02,0.0273,640431.56,4642783.75
000977.SZ,20260508,72.13,79.49,71.1,76.48,73.24,3.24,4.4238,1251843.3,9551252.052
000977.SZ,20260511,77.1,78.24,75.6,76.0,76.48,-0.48,-0.6276,937270.4,7165387.064
000977.SZ,20260512,76.5,76.55,72.54,73.13,76.0,-2.87,-3.7763,765758.06,5640466.057
000977.SZ,20260513,72.66,77.58,72.11,77.38,73.13,4.25,5.8116,997416.79,7563430.957
000977.SZ,20260514,78.0,78.15,70.2,71.6,77.38,-5.78,-7.4696,1444686.97,10522832.942
000977.SZ,20260515,71.6,72.72,69.84,70.21,71.6,-1.39,-1.9413,788277.61,5615728.193
000977.SZ,20260518,69.9,72.77,69.4,70.61,70.21,0.4,0.5697,652868.99,4645465.562
000977.SZ,20260519,70.0,72.49,67.3,72.23,70.61,1.62,2.2943,791422.24,5512157.396
000977.SZ,20260520,71.71,74.25,70.88,71.23,72.19,-0.96,-1.3298,610188.05,4380958.398
000977.SZ,20260521,72.28,72.3,66.0,66.31,71.23,-4.92,-6.9072,885704.71,6125659.792
000977.SZ,20260522,67.2,68.58,65.95,68.25,66.31,1.94,2.9257,568209.22,3832414.14
000977.SZ,20260525,69.28,70.6,68.02,69.2,68.25,0.95,1.3919,610359.39,4219055.268
000977.SZ,20260526,68.51,68.51,65.83,67.3,69.2,-1.9,-2.7457,625639.32,4179681.517
000977.SZ,20260527,66.94,67.86,64.3,64.52,67.3,-2.78,-4.1308,711996.78,4693629.414
000977.SZ,20260528,64.3,66.66,63.07,66.41,64.52,1.89,2.9293,618809.07,4017547.543
000977.SZ,20260529,71.0,72.03,64.0,64.63,66.41,-1.78,-2.6803,1212435.28,8095973.701
000977.SZ,20260601,66.71,67.48,63.86,64.14,64.63,-0.49,-0.7582,1017625.67,6706456.538
000977.SZ,20260602,64.96,65.97,63.5,65.0,64.14,0.86,1.3408,766989.41,4964520.949
000977.SZ,20260603,63.8,67.37,63.52,64.22,65.0,-0.78,-1.2,924612.64,6063605.028
000977.SZ,20260604,63.01,64.1,62.08,63.36,64.22,-0.86,-1.3391,521898.9,3303090.598
000977.SZ,20260605,62.75,65.1,61.03,62.14,63.36,-1.22,-1.9255,716993.06,4509343.035
000977.SZ,20260608,60.0,60.7,57.4,57.89,62.14,-4.25,-6.8394,728961.21,4308222.561
000977.SZ,20260609,58.79,59.5,57.91,59.46,57.89,1.57,2.712,448073.0,2631144.16636
000977.SZ,20260610,58.88,62.13,58.66,59.39,59.46,-0.07,-0.1177,657685.86,3961050.3107
000977.SZ,20260611,58.98,59.43,57.15,57.84,59.39,-1.55,-2.6099,441041.03,2560486.68295
000977.SZ,20260612,58.8,59.23,57.73,57.86,57.84,0.02,0.0346,437952.35,2559510.49679
000977.SZ,20260615,58.5,63.59,58.49,63.09,57.86,5.23,9.0391,959524.95,5915425.60599
000977.SZ,20260616,63.0,63.03,61.55,62.3,63.09,-0.79,-1.2522,520745.53,3245401.37065
000977.SZ,20260617,61.61,65.13,61.5,64.5,62.3,2.2,3.5313,682186.82,4372826.94211
000977.SZ,20260618,64.02,66.85,64.01,65.66,64.5,1.16,1.7984,695477.39,4556055.63788
000977.SZ,20260622,66.01,66.66,63.41,66.2,65.66,0.54,0.8224,689144.37,4491442.70298
000977.SZ,20260623,66.49,67.39,63.61,64.0,66.2,-2.2,-3.3233,597331.72,3911186.56947
000977.SZ,20260624,63.74,65.17,62.72,64.8,64.0,0.8,1.25,549701.18,3518877.74327
000977.SZ,20260625,64.99,69.08,63.75,68.57,64.8,3.77,5.8179,1104852.46,7383206.60862
000977.SZ,20260626,67.0,67.2,63.66,63.89,68.57,-4.68,-6.8251,807534.51,5246548.8015
000977.SZ,20260629,63.89,68.0,63.47,65.82,63.89,1.93,3.0208,811362.58,5360894.41029
000977.SZ,20260630,65.21,70.68,64.83,70.0,65.82,4.18,6.3507,1118159.31,7708729.04949
000977.SZ,20260701,70.23,71.87,66.68,67.26,70.0,-2.74,-3.9143,966011.84,6660566.50863
000977.SZ,20260702,65.0,66.98,63.5,63.79,67.26,-3.47,-5.1591,725073.34,4706243.10811
000977.SZ,20260703,63.79,69.21,63.79,66.35,63.79,2.56,4.0132,988417.16,6605854.27375
000977.SZ,20260706,66.4,70.76,64.0,69.71,66.35,3.36,5.0641,1160248.55,7864835.46024
000977.SZ,20260707,69.01,73.23,68.7,71.06,69.71,1.35,1.9366,1031292.33,7359232.0014
000977.SZ,20260708,78.17,78.17,78.17,78.17,71.06,7.11,10.0056,408470.14,3193011.08438
000977.SZ,20260709,83.0,85.99,82.03,85.99,78.17,7.82,10.0038,2181801.23,18533723.7768
000977.SZ,20260710,92.0,94.38,89.0,89.52,85.99,3.53,4.1051,2841735.51,26082771.3224
000977.SZ,20260713,91.0,92.21,83.8,85.49,89.52,-4.03,-4.5018,1685859.56,14755516.8052
000977.SZ,20260714,88.0,88.38,77.21,84.95,85.49,-0.54,-0.6317,1771278.46,14532519.9892
000977.SZ,20260715,85.06,88.86,84.0,84.7,84.95,-0.25,-0.2943,1478177.69,12723747.524
000977.SZ,20260716,81.3,88.58,81.3,85.0,84.7,0.3,0.3542,1480173.16,12691483.5517
000977.SZ,20260717,85.01,85.88,76.5,77.4,85.0,-7.6,-8.9412,1522286.25,12217563.0436
000977.SZ,20260720,82.02,85.14,78.52,81.29,77.4,3.89,5.0258,1713147.22,14116566.4204
000977.SZ,20260721,81.3,89.08,76.0,88.66,81.29,7.37,9.0663,1859138.95,15518432.3339
000977.SZ,20260722,87.7,96.0,87.15,90.47,88.66,1.81,2.0415,1907270.5,17694587.8163
000977.SZ,20260723,93.0,96.37,87.36,87.96,90.47,-2.51,-2.7744,1593336.27,14566997.253
000977.SZ,20260724,87.0,89.33,84.71,85.31,87.96,-2.65,-3.0127,960436.22,8310728.03427
000977.SZ,20260727,86.0,87.43,81.37,85.0,85.31,-0.31,-0.3634,840189.77,7052436.92023
000977.SZ,20260728,82.5,83.6,79.0,79.85,85.0,-5.15,-6.0588,946804.43,7671135.07709
000977.SZ,20260729,79.9,80.23,72.33,74.94,79.85,-4.91,-6.149,1053349.26,7891273.04856
000977.SZ,20260730,73.31,74.9,68.18,69.08,74.94,-5.86,-7.8196,916211.51,6495033.06989
000977.SZ,20260731,73.98,74.98,71.26,71.81,69.08,2.73,3.9519,901683.4,6608869.06904
000977.SZ,20260803,71.82,75.8,71.09,71.66,71.81,-0.15,-0.2089,754566.76,5507651.12828
000977.SZ,20260804,73.03,74.74,71.54,74.14,71.66,2.48,3.4608,881450.03,6480510.01984
000977.SZ,20260805,73.3,79.37,73.3,77.2,74.14,3.06,4.1273,1121240.64,8685708.53208
000977.SZ,20260806,75.68,77.99,75.11,76.79,77.2,-0.41,-0.5311,881765.14,6753744.20861
000977.SZ,20260807,76.41,79.3,75.05,77.99,76.79,1.2,1.5627,933847.93,7212173.2523
